rep,method,subgroup,n_patients,precision_mean,recall_mean,jaccard_mean,mean_n_selected,target_k
6,coxnet_global,0,23,0.28571428571428564,0.13333333333333333,0.10000000000000003,7.0,8.0
6,coxnet_global,1,124,0.0,0.0,0.0,7.0,8.0
6,coxnet_global,2,65,0.14285714285714282,0.06666666666666667,0.047619047619047616,7.0,8.0
6,coxnet_global,3,47,0.0,0.0,0.0,7.0,8.0
7,L-LSPIN_smooth,0,22,0.0,0.0,0.0,13.863636363636363,
7,L-LSPIN_smooth,1,132,0.37079748954748953,0.1717171717171717,0.13198649824754982,7.386363636363637,
7,L-LSPIN_smooth,2,54,0.30127865961199296,0.1123456790123457,0.08932994703763536,5.2407407407407405,
7,L-LSPIN_smooth,3,51,0.22191467053286393,0.1725490196078431,0.10467985140970013,12.215686274509803,
7,coxnet_global,0,22,0.0,0.0,0.0,6.0,8.0
7,coxnet_global,1,132,0.0,0.0,0.0,6.0,8.0
7,coxnet_global,2,54,0.1666666666666666,0.06666666666666668,0.04999999999999998,6.0,8.0
7,coxnet_global,3,51,0.0,0.0,0.0,6.0,8.0
8,L-LSPIN_smooth,0,15,0.12339547163076574,0.11999999999999998,0.06449217719182736,14.533333333333333,
8,L-LSPIN_smooth,1,126,0.2194548176691034,0.14603174603174598,0.0965278660893622,9.992063492063492,
8,L-LSPIN_smooth,2,65,0.026684981684981682,0.009230769230769232,0.007149400307295044,7.8,
8,L-LSPIN_smooth,3,53,0.11300878579268088,0.13333333333333333,0.06591617086885908,16.22641509433962,
8,coxnet_global,0,15,0.0,0.0,0.0,11.0,11.0
8,coxnet_global,1,126,0.09090909090909094,0.06666666666666665,0.04,11.0,11.0
8,coxnet_global,2,65,0.09090909090909093,0.06666666666666667,0.04,11.0,11.0
8,coxnet_global,3,53,0.0,0.0,0.0,11.0,11.0
9,L-LSPIN_smooth,0,20,0.0,0.0,0.0,9.1,
9,L-LSPIN_smooth,1,121,0.25597712663828365,0.07823691460055095,0.062041875717514745,5.041322314049586,
9,L-LSPIN_smooth,2,62,0.003136200716845878,0.002150537634408602,0.0013216096666307045,5.951612903225806,
9,L-LSPIN_smooth,3,56,0.20332974160097114,0.1773809523809524,0.10309582504047468,13.446428571428571,
9,coxnet_global,0,20,0.0,0.0,0.0,7.0,7.0
9,coxnet_global,1,121,0.14285714285714282,0.06666666666666667,0.04761904761904762,7.0,7.0
9,coxnet_global,2,62,0.0,0.0,0.0,7.0,7.0
9,coxnet_global,3,56,0.28571428571428564,0.13333333333333333,0.09999999999999999,7.0,7.0
10,L-LSPIN_smooth,0,21,0.07041470434327576,0.06666666666666667,0.03540556020030568,14.285714285714286,
10,L-LSPIN_smooth,1,126,0.20219377183662898,0.12169312169312166,0.0823783509279859,9.182539682539682,
10,L-LSPIN_smooth,2,66,0.10011768534495806,0.05252525252525253,0.03541965461336517,7.787878787878788,
10,L-LSPIN_smooth,3,46,0.10784551941906784,0.12028985507246383,0.059995155034076514,16.73913043478261,
10,coxnet_global,0,21,0.0,0.0,0.0,10.0,11.0
10,coxnet_global,1,126,0.0,0.0,0.0,10.0,11.0
10,coxnet_global,2,66,0.09999999999999998,0.06666666666666665,0.04166666666666666,10.0,11.0
10,coxnet_global,3,46,0.0,0.0,0.0,10.0,11.0
11,L-LSPIN_smooth,0,24,0.0,0.0,0.0,9.291666666666666,
11,L-LSPIN_smooth,1,130,0.23512449089372167,0.10358974358974357,0.07667411484869129,6.838461538461538,
11,L-LSPIN_smooth,2,63,0.2543902746283699,0.07195767195767194,0.05777514245651914,4.746031746031746,
11,L-LSPIN_smooth,3,42,0.06815869162452533,0.06507936507936508,0.03407801769871912,14.80952380952381,
11,coxnet_global,0,24,0.0,0.0,0.0,7.0,8.0
11,coxnet_global,1,130,0.0,0.0,0.0,7.0,8.0
11,coxnet_global,2,63,0.14285714285714277,0.06666666666666665,0.047619047619047596,7.0,8.0
11,coxnet_global,3,42,0.14285714285714285,0.06666666666666668,0.047619047619047616,7.0,8.0
12,L-LSPIN_smooth,0,25,0.009000000000000001,0.005333333333333333,0.003484848484848485,11.84,
12,L-LSPIN_smooth,1,121,0.24777592228977738,0.12011019283746555,0.08822807462367196,7.322314049586777,
12,L-LSPIN_smooth,2,62,0.09135944700460831,0.039784946236559156,0.02915849006680925,6.274193548387097,
12,L-LSPIN_smooth,3,51,0.00542717086834734,0.00522875816993464,0.002679078877927982,15.607843137254902,
12,coxnet_global,0,25,0.125,0.06666666666666667,0.04545454545454545,8.0,9.0
12,coxnet_global,1,121,0.125,0.06666666666666667,0.045454545454545456,8.0,9.0
12,coxnet_global,2,62,0.0,0.0,0.0,8.0,9.0
12,coxnet_global,3,51,0.125,0.06666666666666668,0.045454545454545456,8.0,9.0
13,L-LSPIN_smooth,0,24,0.0518939393939394,0.036111111111111115,0.02215277777777778,9.583333333333334,
13,L-LSPIN_smooth,1,127,0.22335049027962411,0.09448818897637792,0.07127459257647611,6.708661417322834,
13,L-LSPIN_smooth,2,63,0.0,0.0,0.0,4.968253968253968,
13,L-LSPIN_smooth,3,45,0.08030632718197218,0.07703703703703707,0.03960463118798377,15.333333333333334,
13,coxnet_global,0,24,0.125,0.06666666666666667,0.04545454545454545,8.0,8.0
13,coxnet_global,1,127,0.125,0.06666666666666665,0.04545454545454548,8.0,8.0
13,coxnet_global,2,63,0.125,0.06666666666666665,0.045454545454545456,8.0,8.0
13,coxnet_global,3,45,0.0,0.0,0.0,8.0,8.0
14,L-LSPIN_smooth,0,23,0.13508403361344537,0.13333333333333333,0.07153776786605533,15.08695652173913,
14,L-LSPIN_smooth,1,130,0.13753827369211982,0.06307692307692307,0.044591742761488855,6.876923076923077,
14,L-LSPIN_smooth,2,56,0.5021187641723356,0.1261904761904762,0.10733464780926585,4.660714285714286,
14,L-LSPIN_smooth,3,50,0.14390007480591677,0.13866666666666666,0.0735455356320445,15.72,
14,coxnet_global,0,23,0.0,0.0,0.0,9.0,9.0
14,coxnet_global,1,130,0.3333333333333333,0.19999999999999998,0.14285714285714282,9.0,9.0
14,coxnet_global,2,56,0.11111111111111113,0.06666666666666667,0.04347826086956522,9.0,9.0
14,coxnet_global,3,50,0.1111111111111111,0.06666666666666667,0.04347826086956522,9.0,9.0
